INDICE,COLOR,TIPO,TEXTO,FLAVOR
870,Roja,"Situaciones","El crush que ni sabe que existes","El amor unilateral con estadística cruel y sin retorno."
871,Roja,"Situaciones","La cita a ciegas","La ruleta rusa del corazón jugada con total incertidumbre."
872,Roja,"Situaciones","El ""quedamos como amigos""","El eufemismo elegante que decreta el final anunciado."
873,Roja,"Situaciones","El currículum sin experiencia","La paradoja eterna: sin empleo no hay experiencia, y viceversa."
874,Roja,"Situaciones","El primer sueldo","La ilusión gloriosa que dura hasta pagar la primera cuenta."
875,Roja,"Situaciones","La mudanza","La revelación brutal de cuánto inútil acumulaste en años."
876,Roja,"Situaciones","El reencuentro con el amor de la secundaria","La nostalgia servida con arrugas y kilos recién ganados."
877,Roja,"Situaciones","El grupo de padres del colegio","El campo de batalla de política y drama en formato de chat."
878,Roja,"Situaciones","El chequeo médico anual","La cita ineludible con la verdad que uno prefiere evitar."
879,Roja,"Situaciones","La reunión de exalumnos","La competencia disfrazada torpemente de tierna nostalgia."
880,Roja,"Situaciones","La declaración de impuestos","El acertijo anual diseñado para confundir al ciudadano."
881,Roja,"Situaciones","El ""¿ya tienes novio?""","El misil familiar lanzado sin aviso en cada reunión."
882,Roja,"Situaciones","La primera arruga","La firma silenciosa que el tiempo estampa sin permiso."
883,Roja,"Situaciones","El compañero de trabajo que no hace nada","El que cobra igual mientras los demás cargan todo el peso."
884,Roja,"Situaciones","La cola para renovar la cédula","La prueba máxima de paciencia patrocinada por el Estado."
885,Roja,"Situaciones","El descuento que te hace comprar de más","La trampa dorada que disfraza el gasto de puro ahorro."
886,Roja,"Situaciones","El aire acondicionado de la oficina","El eterno campo de guerra entre los de frío y los de calor."
887,Roja,"Situaciones","La reunión de los viernes a las 5","El secuestro corporativo justo antes de la libertad."
888,Roja,"Absurdos","El pan que cae con la mantequilla hacia abajo","La ley universal e implacable de la mala suerte."
889,Roja,"Absurdos","El espejo mentiroso del probador","El enemigo íntimo que acecha en todo centro comercial."
890,Roja,"Absurdos","El cable que se enreda solo en el bolsillo","El vudú inexplicable que poseen todos los audífonos."
891,Roja,"Absurdos","La impresora que falla cuando urge","La máquina con un cruel y afinado sentido del drama."
892,Roja,"Absurdos","La silla que chilla en pleno silencio","El delator implacable de todo movimiento clandestino."
893,Roja,"Absurdos","El domingo lluvioso sin planes","La melancolía pura servida en formato de clima gris."
894,Roja,"Absurdos","El wifi que llega hasta la mitad del cuarto","La frontera invisible donde el progreso decide rendirse."
895,Roja,"Absurdos","La verdad incómoda del grupo","Lo que todos piensan pero nadie se atreve a decir."
896,Roja,"Absurdos","La memoria de corto plazo","P. Sherman, calle Wallaby 42..."
897,Roja,"Absurdos","El mosquito que reaparece al apagar la luz","¿Yo no te habia matado ya?"
